Course,Section,Time,Location,Enrollment,Classification,Day
ISOM 3400,LA2,Tu 10:30AM - 11:20AM,"G021, LSK Bldg",40,LSK Bldg,Tu
ISOM 3400,LA3,Tu 05:30PM - 06:20PM,"G021, LSK Bldg",39,LSK Bldg,Tu
ISOM 3540,L1,TuTh 10:30AM - 11:50AM,"Rm 1011, LSK Bldg (80)",60,LSK Bldg,TuTh
ISOM 3710,L1,TuTh 12:00PM - 01:20PM,"G021, LSK Bldg",55,LSK Bldg,TuTh
ISOM 3710,L2,TuTh 09:00AM - 10:20AM,"G021, LSK Bldg",35,LSK Bldg,TuTh
ISOM 3710,T1,Mo 10:30AM - 11:20AM,"G021, LSK Bldg",56,LSK Bldg,Mo
ISOM 3710,T2,Mo 11:30AM - 12:20PM,"G021, LSK Bldg",34,LSK Bldg,Mo
ISOM 3730,L1,We 10:30AM - 11:50AM,"Rm 4582, Lift 27-28 (66)",34,Lift 27-28,We
ISOM 3730,L2,Th 10:30AM - 11:50AM,"Rm 5619, Lift 31-32 (60)",34,Lift 31-32,Th
ISOM 3770,L1,TuTh 10:30AM - 11:50AM,"G009A, CYT Bldg (80)",36,CYT Bldg,TuTh
ISOM 3770,L2,TuTh 09:00AM - 10:20AM,"G009A, CYT Bldg (80)",36,CYT Bldg,TuTh
ISOM 3770,T1,Mo 06:00PM - 06:50PM,"Rm 1104, Acad Concourse (120)",72,Acad Concourse,Mo
ISOM 4020,L1,TuTh 09:00AM - 10:20AM,"Rm 1011, LSK Bldg (80)",77,LSK Bldg,TuTh
ISOM 4030,L1,Fr 01:30PM - 04:20PM,"Rm 5583, Lift 29-30 (80)",43,Lift 29-30,Fr
ISOM 4030,LA1,Tu 01:30PM - 02:50PM,"G005, LSK Bldg",43,LSK Bldg,Tu
ISOM 4100,L1,TuTh 10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)",60,LSK Bldg,TuTh
ISOM 4300,L1,MoWe 09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)",44,LSK Bldg,MoWe
ISOM 4400,LA1,TBA,TBA,2,TBA,TBA
ISOM 4530,L1,Mo 12:00PM - 02:50PM,"Rm 1011, LSK Bldg (80)",38,LSK Bldg,Mo
ISOM 4530,T1,Mo 06:00PM - 06:50PM,"Rm 2465, Lift 25-26 (122)",38,Lift 25-26,Mo
ISOM 4720,L1,MoWe 09:00AM - 10:20AM,"G005, LSK Bldg",50,LSK Bldg,MoWe
ISOM 4740,L1,TuTh 09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)",53,LSK Bldg,TuTh
ISOM 4750,L1,Tu 03:00PM - 04:20PM,"G005, LSK Bldg",49,LSK Bldg,Tu
ISOM 4750,L1,Th 03:00PM - 04:20PM,"G009A, CYT Bldg (80)",49,CYT Bldg,Th
ISOM 4880,R1,TBA,TBA,13,TBA,TBA
ISOM 5020,L1,"28-OCT-2023 - 16-DEC-2023
Sa 09:00AM - 12:20PM","G001, LSK Bldg (70)",69,LSK Bldg,Sa
ISOM 5100,L1,"29-AUG-2023 - 10-OCT-2023
Tu 09:30AM - 12:50PM","G003, LSK Bldg (70)",58,LSK Bldg,Tu
ISOM 5100,L2,"30-AUG-2023 - 11-OCT-2023
We 07:00PM - 10:20PM","Rm 2001, LSK Bldg",66,LSK Bldg,We
ISOM 5120,L1,"25-NOV-2023 - 16-DEC-2023
Sa 09:00AM - 12:20PM","Rm 2001, LSK Bldg",19,LSK Bldg,Sa
ISOM 5160,L1,"29-AUG-2023 - 17-OCT-2023
Tu 07:00PM - 10:20PM","G001, LSK Bldg (70)",43,LSK Bldg,Tu
ISOM 5160,L2,"30-AUG-2023 - 18-OCT-2023
We 09:30AM - 12:50PM","Rm 2003, LSK Bldg",43,LSK Bldg,We
ISOM 5180,L1,"02-SEP-2023 - 16-SEP-2023
Sa 02:30PM - 05:50PM","Rm 1001, LSK Bldg (70)",42,LSK Bldg,Sa
ISOM 5230,L1,"30-AUG-2023 - 18-OCT-2023
We 02:00PM - 05:20PM","Rm 2003, LSK Bldg",57,LSK Bldg,We
ISOM 5230,L2,"30-AUG-2023 - 18-OCT-2023
We 07:00PM - 10:20PM","Rm 2003, LSK Bldg",34,LSK Bldg,We
ISOM 5240,L1,"29-AUG-2023 - 12-SEP-2023
Tu 07:00PM - 10:20PM",TBA,28,TBA,Tu
ISOM 5260,L1,"31-AUG-2023 - 19-OCT-2023
Th 02:30PM - 05:50PM","Rm 1034, LSK Bldg (80)",44,LSK Bldg,Th
ISOM 5260,L2,"02-SEP-2023 - 23-SEP-2023
Sa 09:00AM - 12:20PM","Rm 1034, LSK Bldg (80)",38,LSK Bldg,Sa
ISOM 5260,L3,"01-SEP-2023 - 20-OCT-2023
Fr 09:00AM - 12:20PM","Rm 1034, LSK Bldg (80)",52,LSK Bldg,Fr
ISOM 5260,L4,"01-SEP-2023 - 20-OCT-2023
Fr 02:30PM - 05:50PM","Rm 1034, LSK Bldg (80)",30,LSK Bldg,Fr
ISOM 5270,L1,"02-NOV-2023 - 21-DEC-2023
Th 02:30PM - 05:50PM","Rm 2001, LSK Bldg",52,LSK Bldg,Th
ISOM 5270,L2,"04-NOV-2023 - 23-DEC-2023
Sa 02:30PM - 05:50PM","Rm 1001, LSK Bldg (70)",32,LSK Bldg,Sa
ISOM 5270,L3,"02-NOV-2023 - 07-DEC-2023
Th 02:00PM - 05:20PM","G003, LSK Bldg (70)",52,LSK Bldg,Th
ISOM 5270,L4,"02-NOV-2023 - 07-DEC-2023
Th 07:00PM - 10:20PM","G003, LSK Bldg (70)",48,LSK Bldg,Th
ISOM 5270,L5,"03-NOV-2023 - 08-DEC-2023
Fr 09:30AM - 12:50PM","G001, LSK Bldg (70)",24,LSK Bldg,Fr
ISOM 5280,L1,"30-OCT-2023 - 11-DEC-2023
Mo 09:30AM - 12:50PM","Rm 2003, LSK Bldg",51,LSK Bldg,Mo
ISOM 5280,L2,"01-NOV-2023 - 29-NOV-2023
We 07:00PM - 10:20PM","Rm 2003, LSK Bldg",56,LSK Bldg,We
ISOM 5290,L1,"03-NOV-2023 - 17-NOV-2023
Fr 09:00AM - 12:20PM","Rm 2003, LSK Bldg",61,LSK Bldg,Fr
ISOM 5290,L2,"04-NOV-2023 - 23-DEC-2023
Sa 09:00AM - 12:20PM","Rm 1003, LSK Bldg (70)",52,LSK Bldg,Sa
ISOM 5310,L1,"26-OCT-2023 - 14-DEC-2023
Th 07:00PM - 10:20PM",TBA,46,TBA,Th
ISOM 5320,L1,"02-NOV-2023 - 07-DEC-2023
Th 09:30AM - 12:50PM","Rm 2001, LSK Bldg",51,LSK Bldg,Th
ISOM 5320,L2,"02-NOV-2023 - 07-DEC-2023
Th 07:00PM - 10:20PM","Rm 2003, LSK Bldg",56,LSK Bldg,Th
ISOM 5340,L1,"04-NOV-2023 - 04-NOV-2023
Sa 09:30AM - 12:50PM","Rm 1005, LSK Bldg (70)",21,LSK Bldg,Sa
ISOM 5390,L1,"25-OCT-2023 - 06-DEC-2023
We 07:00PM - 10:20PM",TBA,47,TBA,We
ISOM 5470,L1,"14-SEP-2023 - 19-OCT-2023
Th 07:00PM - 10:20PM","Rm 2003, LSK Bldg",41,LSK Bldg,Th
ISOM 5480,L1,"31-AUG-2023 - 19-OCT-2023
Th 07:00PM - 10:20PM",TBA,36,TBA,Th
ISOM 5510,L1,"06-SEP-2023 - 18-OCT-2023
We 07:00PM - 10:20PM",TBA,21,TBA,We
ISOM 5510,L2,"01-SEP-2023 - 20-OCT-2023
Fr 09:00AM - 12:20PM","Rm 2001, LSK Bldg",58,LSK Bldg,Fr
ISOM 5510,L3,"01-SEP-2023 - 20-OCT-2023
Fr 07:00PM - 10:20PM","Rm 2001, LSK Bldg",40,LSK Bldg,Fr
ISOM 5510,L4,"28-AUG-2023 - 25-SEP-2023
Mo 09:30AM - 12:50PM","Rm 2003, LSK Bldg",54,LSK Bldg,Mo
ISOM 5510,L5,"28-AUG-2023 - 25-SEP-2023
Mo 02:00PM - 05:20PM","Rm 2003, LSK Bldg",56,LSK Bldg,Mo
ISOM 5510,L6,"05-NOV-2023 - 05-NOV-2023
Su 09:00AM - 12:20PM","Rm 2001, LSK Bldg",29,LSK Bldg,Su
ISOM 5510,L7,"31-AUG-2023 - 19-OCT-2023
Th 07:00PM - 08:50PM",TBA,20,TBA,Th
ISOM 5540,L1,Th 03:00PM - 05:50PM,"Rm 1027, LSK Bldg (40)",15,LSK Bldg,Th
ISOM 5600,T1,TBA,TBA,99,TBA,TBA
ISOM 5610,L1,"31-OCT-2023 - 19-DEC-2023
Tu 01:30PM - 04:50PM","Rm 1007, LSK Bldg (80)",48,LSK Bldg,Tu
ISOM 5610,L2,"31-OCT-2023 - 19-DEC-2023
Tu 07:00PM - 10:20PM","G003, LSK Bldg (70)",54,LSK Bldg,Tu
ISOM 5620,L1,"29-AUG-2023 - 17-OCT-2023
Tu 02:00PM - 05:20PM","G003, LSK Bldg (70)",58,LSK Bldg,Tu
ISOM 5620,L2,"29-AUG-2023 - 17-OCT-2023
Tu 07:00PM - 10:20PM","Rm 2003, LSK Bldg",41,LSK Bldg,Tu
ISOM 5630,L1,"03-NOV-2023 - 22-DEC-2023
Fr 02:00PM - 05:20PM","Rm 2001, LSK Bldg",23,LSK Bldg,Fr
ISOM 5630,L2,"03-NOV-2023 - 01-DEC-2023
Fr 07:00PM - 10:20PM","Rm 2001, LSK Bldg",17,LSK Bldg,Fr
ISOM 5630,L3,"03-NOV-2023 - 15-DEC-2023
Fr 09:00AM - 12:20PM","Rm 2001, LSK Bldg",48,LSK Bldg,Fr
ISOM 5650,L1,"04-NOV-2023 - 23-DEC-2023
Sa 09:00AM - 12:20PM","G003, LSK Bldg (70)",55,LSK Bldg,Sa
ISOM 5650,L2,"04-NOV-2023 - 16-DEC-2023
Sa 02:00PM - 05:20PM","G003, LSK Bldg (70)",16,LSK Bldg,Sa
ISOM 5700,L1,"29-AUG-2023 - 12-SEP-2023
Tu 02:00PM - 05:20PM","Rm 2001, LSK Bldg",56,LSK Bldg,Tu
ISOM 5700,L2,"30-AUG-2023 - 13-SEP-2023
We 02:00PM - 05:20PM","Rm 2001, LSK Bldg",54,LSK Bldg,We
ISOM 5700,L3,"24-OCT-2023 - 12-DEC-2023
Tu 02:00PM - 05:20PM","Rm 2003, LSK Bldg",45,LSK Bldg,Tu
ISOM 5700,L4,"02-SEP-2023 - 14-OCT-2023
Sa 11:00AM - 12:50PM",TBA,42,TBA,Sa
ISOM 5730,L1,"01-NOV-2023 - 29-NOV-2023
We 06:00PM - 09:20PM","Rm 2001, LSK Bldg",59,LSK Bldg,We
ISOM 5730,L2,"02-NOV-2023 - 30-NOV-2023
Th 06:00PM - 09:20PM","Rm 2001, LSK Bldg",53,LSK Bldg,Th
ISOM 5800,L1,"28-SEP-2023 - 19-OCT-2023
Th 07:00PM - 10:20PM",TBA,21,TBA,Th
ISOM 5810,L1,"01-SEP-2023 - 20-OCT-2023
Fr 02:00PM - 05:20PM","G021, LSK Bldg",59,LSK Bldg,Fr
ISOM 5810,L2,"02-SEP-2023 - 21-OCT-2023
Sa 09:00AM - 12:20PM","G021, LSK Bldg",32,LSK Bldg,Sa
ISOM 5810,L3,"31-OCT-2023 - 12-DEC-2023
Tu 02:00PM - 05:20PM","G021, LSK Bldg",56,LSK Bldg,Tu
ISOM 5810,L4,"01-NOV-2023 - 13-DEC-2023
We 09:30AM - 12:50PM","G021, LSK Bldg",56,LSK Bldg,We
ISOM 5830,L1,"31-OCT-2023 - 12-DEC-2023
Tu 09:30AM - 12:50PM","G010, LSK Bldg",44,LSK Bldg,Tu
ISOM 5830,L2,"30-OCT-2023 - 18-DEC-2023
Mo 02:00PM - 05:20PM","G021, LSK Bldg",32,LSK Bldg,Mo
ISOM 6790M,L1,"06-NOV-2023 - 27-NOV-2023
Mo 06:00PM - 09:20PM","G001, LSK Bldg (70)",70,LSK Bldg,Mo
ISOM 6990,R1,TBA,TBA,1,TBA,TBA
ISOM 7000J,L1,Tu 07:00PM - 09:50PM,"Rm 1026, LSK Bldg (28)",2,LSK Bldg,Tu
ISOM 7000P,L1,Mo 07:00PM - 09:50PM,"Rm 1026, LSK Bldg (28)",8,LSK Bldg,Mo
ISOM 7990,R1,TBA,TBA,24,TBA,TBA
JEVE 5260,L1,We 07:00PM - 09:50PM,"Rm 5583, Lift 29-30 (80)",32,Lift 29-30,We
JEVE 5410,L1,Fr 07:00PM - 09:50PM,"Rm 2407, Lift 17-18 (126)",47,Lift 17-18,Fr
JEVE 5460,L1,Tu 07:00PM - 09:50PM,"Rm 5583, Lift 29-30 (80)",35,Lift 29-30,Tu
JEVE 5470,L1,Mo 07:00PM - 09:50PM,"Rm 5583, Lift 29-30 (80)",69,Lift 29-30,Mo
JEVE 5480,L1,Th 07:00PM - 09:50PM,"Rm 5583, Lift 29-30 (80)",70,Lift 29-30,Th
JEVE 5900,L1,Sa 03:00PM - 05:50PM,"Rm 5583, Lift 29-30 (80)",74,Lift 29-30,Sa
JEVE 6980B,R1,TBA,TBA,35,TBA,TBA
LABU 2040,T01,MoWe 10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)",19,Lift 19,MoWe
LABU 2040,T02,MoWe 10:30AM - 11:50AM,"Rm 2128B, Lift 19 (28)",20,Lift 19,MoWe
LABU 2040,T03,Mo 01:30PM - 02:50PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,Mo
LABU 2040,T03,Fr 09:00AM - 10:20AM,"Rm 2130C, Lift 19 (28)",20,Lift 19,Fr
LABU 2040,T04,MoWe 12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)",20,Lift 19,MoWe
LABU 2040,T05,MoWe 09:00AM - 10:20AM,"Rm 2130C, Lift 19 (28)",20,Lift 19,MoWe
LABU 2040,T06,MoWe 09:00AM - 10:20AM,"Rm 2129B, Lift 19 (28)",19,Lift 19,MoWe
LABU 2040,T07,TuTh 10:30AM - 11:50AM,"Rm 5560, Lift 27-28 (30)",20,Lift 27-28,TuTh
LABU 2040,T08,TuTh 09:00AM - 10:20AM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T09,TuTh 03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T10,TuTh 03:00PM - 04:20PM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,TuTh
LABU 2040,T11,MoWe 12:00PM - 01:20PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,MoWe
LABU 2040,T12,Mo 01:30PM - 02:50PM,"Rm 2129C, Lift 19 (28)",19,Lift 19,Mo
LABU 2040,T12,Fr 09:00AM - 10:20AM,"Rm 2129C, Lift 19 (28)",19,Lift 19,Fr
LABU 2040,T13,TuTh 01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T14,TuTh 01:30PM - 02:50PM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,TuTh
LABU 2040,T15,TuTh 12:00PM - 01:20PM,"Rm 5508, Lift 25-26 (30)",20,Lift 25-26,TuTh
LABU 2040,T16,TuTh 04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T17,TuTh 04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T18,Mo 03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,Mo
LABU 2040,T18,Fr 10:30AM - 11:50AM,"Rm 2126A, Lift 19 (28)",20,Lift 19,Fr
LABU 2040,T19,Mo 03:00PM - 04:20PM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,Mo
LABU 2040,T19,Fr 10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,Fr
LABU 2040,T20,TuTh 09:00AM - 10:20AM,"Rm 5560, Lift 27-28 (30)",19,Lift 27-28,TuTh
LABU 2040,T21,TuTh 12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040,T22,WeFr 04:30PM - 05:50PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,WeFr
LABU 2040,T23,WeFr 04:30PM - 05:50PM,"Rm 2132C, Lift 19 (28)",20,Lift 19,WeFr
LABU 2040,T24,WeFr 01:30PM - 02:50PM,"Rm 2612A, Lift 31-32 (29)",20,Lift 31-32,WeFr
LABU 2040,T25,WeFr 01:30PM - 02:50PM,"Rm 2612B, Lift 31-32 (29)",20,Lift 31-32,WeFr
LABU 2040,T26,WeFr 03:00PM - 04:20PM,"Rm 2612A, Lift 31-32 (29)",20,Lift 31-32,WeFr
LABU 2040G,T01,TuTh 01:30PM - 02:50PM,"Rm 2128A, Lift 19 (28)",20,Lift 19,TuTh
LABU 2040G,T02,TuTh 03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)",17,Lift 19,TuTh
LABU 2040G,T03,TuTh 09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)",15,Lift 19,TuTh
LABU 2051,T01,We 02:30PM - 04:20PM,"Rm 5501, Lift 25-26 (20)",16,Lift 25-26,We
LABU 2051,T02,We 10:30AM - 12:20PM,"Rm 2127B, Lift 19 (28)",20,Lift 19,We
LABU 2051,T03,Fr 01:30PM - 03:20PM,"Rm 5501, Lift 25-26 (20)",10,Lift 25-26,Fr
LABU 2060,T01,WeFr 03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)",20,Lift 19,WeFr
LABU 2060,T02,WeFr 01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)",20,Lift 19,WeFr
LABU 2060,T03,TuTh 03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)",19,Lift 19,TuTh
LABU 2060,T04,TuTh 04:30PM - 05:50PM,"Rm 2127B, Lift 19 (28)",20,Lift 19,TuTh
LABU 2060,T05,TuTh 09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)",20,Lift 19,TuTh
LABU 2060,T06,TuTh 10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)",20,Lift 19,TuTh
LABU 2060,T07,TuTh 12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)",20,Lift 19,TuTh
LABU 2060,T08,TuTh 01:30PM - 02:50PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,TuTh
LABU 2060,T09,WeFr 04:30PM - 05:50PM,"Rm 2612A, Lift 31-32 (29)",17,Lift 31-32,WeFr
LABU 2060,T10,MoWe 12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)",20,Lift 19,MoWe
LABU 2060,T11,Mo 01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)",17,Lift 19,Mo
LABU 2060,T11,Fr 09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)",17,Lift 19,Fr
LABU 2060,T12,Mo 03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,Mo
LABU 2060,T12,Fr 10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)",20,Lift 19,Fr
LANG 1130,T01,TuTh 12:00PM - 01:20PM,"Rm 2130B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1133,T01,TuTh 10:30AM - 11:50AM,"Rm 2130B, Lift 19 (28)",18,Lift 19,TuTh
LANG 1210,T01,Mo 03:00PM - 04:20PM,"Rm 2132B, Lift 19 (28)",17,Lift 19,Mo
LANG 1210,T01,Fr 10:30AM - 11:50AM,"Rm 2132B, Lift 19 (28)",17,Lift 19,Fr
LANG 1210,T02,TuTh 04:30PM - 05:50PM,"Rm 2612B, Lift 31-32 (29)",19,Lift 31-32,TuTh
LANG 1210,T03,WeFr 03:00PM - 04:20PM,"Rm 2611, Lift 31-32 (28)",17,Lift 31-32,WeFr
LANG 1210,T04,MoWe 12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1210,T05,MoWe 09:00AM - 10:20AM,"Rm 2611, Lift 31-32 (28)",19,Lift 31-32,MoWe
LANG 1330,T01,"04-SEP-2023 - 18-OCT-2023
MoWe 10:30AM - 01:20PM","Rm 2126D, Lift 19 (34)",19,Lift 19,MoWe
LANG 1330,T02,TuTh 10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)",20,Lift 31-32,TuTh
LANG 1330,T03,TuTh 04:30PM - 05:50PM,"Rm 5504, Lift 25-26 (24)",15,Lift 25-26,TuTh
LANG 1330,T04,TuTh 12:00PM - 01:20PM,"Rm 2612B, Lift 31-32 (29)",18,Lift 31-32,TuTh
LANG 1401,T01,TuTh 10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)",16,Lift 31-32,TuTh
LANG 1401,T02,TuTh 09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)",15,Lift 31-32,TuTh
LANG 1401,T03,Mo 01:30PM - 02:50PM,"Rm 2612B, Lift 31-32 (29)",16,Lift 31-32,Mo
LANG 1401,T03,Fr 09:00AM - 10:20AM,"Rm 2612B, Lift 31-32 (29)",16,Lift 31-32,Fr
LANG 1401,T04,Mo 03:00PM - 04:20PM,"Rm 2612A, Lift 31-32 (29)",16,Lift 31-32,Mo
LANG 1401,T04,Fr 10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)",16,Lift 31-32,Fr
LANG 1401,T05,WeFr 04:30PM - 05:50PM,"Rm 2126C, Lift 19 (28)",16,Lift 19,WeFr
LANG 1401,T06,MoWe 09:00AM - 10:20AM,"Rm 2612A, Lift 31-32 (29)",14,Lift 31-32,MoWe
LANG 1401,T07,MoWe 10:30AM - 11:50AM,"Rm 2612A, Lift 31-32 (29)",16,Lift 31-32,MoWe
LANG 1401,T08,MoWe 12:00PM - 01:20PM,"Rm 2612A, Lift 31-32 (29)",15,Lift 31-32,MoWe
LANG 1401,T09,TuTh 03:00PM - 04:20PM,"Rm 2130B, Lift 19 (28)",16,Lift 19,TuTh
LANG 1401,T10,TuTh 04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)",16,Lift 19,TuTh
LANG 1401,T11,WeFr 01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)",16,Lift 19,WeFr
LANG 1401,T12,WeFr 03:00PM - 04:20PM,"Rm 2127B, Lift 19 (28)",17,Lift 19,WeFr
LANG 1401,T13,TuTh 01:30PM - 02:50PM,"Rm 2131A, Lift 19 (28)",15,Lift 19,TuTh
LANG 1401,T14,TuTh 12:00PM - 01:20PM,"Rm 2610, Lift 31-32 (26)",16,Lift 31-32,TuTh
LANG 1402,T01,MoWe 12:00PM - 01:20PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,MoWe
LANG 1402,T02,MoWe 12:00PM - 01:20PM,"Rm 2610, Lift 31-32 (26)",19,Lift 31-32,MoWe
LANG 1402,T03,MoWe 12:00PM - 01:20PM,"Rm 2612B, Lift 31-32 (29)",21,Lift 31-32,MoWe
LANG 1402,T04,MoWe 12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1402,T05,MoWe 10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)",21,Lift 25-26,MoWe
LANG 1402,T06,MoWe 09:00AM - 10:20AM,"Rm 2129C, Lift 19 (28)",14,Lift 19,MoWe
LANG 1402,T07,MoWe 09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)",15,Lift 25-26,MoWe
LANG 1402,T08,TuTh 09:00AM - 10:20AM,"Rm 2126B, Lift 19 (28)",18,Lift 19,TuTh
LANG 1402,T09,MoWe 10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)",19,Lift 19,MoWe
LANG 1402,T10,MoWe 12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1402,T11,Mo 01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)",19,Lift 25-26,Mo
LANG 1402,T11,Fr 09:00AM - 10:20AM,"Rm 5508, Lift 25-26 (30)",19,Lift 25-26,Fr
LANG 1402,T12,TuTh 09:00AM - 10:20AM,"Rm 5504, Lift 25-26 (24)",19,Lift 25-26,TuTh
LANG 1402,T13,MoWe 10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)",21,Lift 19,MoWe
LANG 1402,T14,MoWe 09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)",16,Lift 19,MoWe
LANG 1402,T15,TuTh 09:00AM - 10:20AM,"Rm 5501, Lift 25-26 (20)",14,Lift 25-26,TuTh
LANG 1402,T16,MoWe 10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)",21,Lift 31-32,MoWe
LANG 1402,T17,TuTh 10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)",21,Lift 19,TuTh
LANG 1402,T18,Mo 01:30PM - 02:50PM,"Rm 2131A, Lift 19 (28)",20,Lift 19,Mo
LANG 1402,T18,Fr 09:00AM - 10:20AM,"Rm 2131A, Lift 19 (28)",20,Lift 19,Fr
LANG 1402,T19,Mo 03:00PM - 04:20PM,"Rm 2129B, Lift 19 (28)",19,Lift 19,Mo
LANG 1402,T19,Fr 10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)",19,Lift 19,Fr
LANG 1402,T20,Mo 03:00PM - 04:20PM,"Rm 2130B, Lift 19 (28)",20,Lift 19,Mo
LANG 1402,T20,Fr 10:30AM - 11:50AM,"Rm 2130B, Lift 19 (28)",20,Lift 19,Fr
LANG 1402,T21,Mo 03:00PM - 04:20PM,"Rm 5508, Lift 25-26 (30)",19,Lift 25-26,Mo
LANG 1402,T21,Fr 10:30AM - 11:50AM,"Rm 5508, Lift 25-26 (30)",19,Lift 25-26,Fr
LANG 1402,T22,TuTh 09:00AM - 10:20AM,"Rm 5508, Lift 25-26 (30)",20,Lift 25-26,TuTh
LANG 1402,T23,TuTh 10:30AM - 11:50AM,"Rm 5508, Lift 25-26 (30)",21,Lift 25-26,TuTh
LANG 1402,T24,MoWe 09:00AM - 10:20AM,"Rm 2127A, Lift 19 (28)",16,Lift 19,MoWe
LANG 1402,T25,WeFr 04:30PM - 05:50PM,"Rm 2128A, Lift 19 (28)",20,Lift 19,WeFr
LANG 1402,T26,Mo 01:30PM - 02:50PM,"Rm 2128C, Lift 19 (28)",15,Lift 19,Mo
LANG 1402,T26,Fr 09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)",15,Lift 19,Fr
LANG 1402,T27,WeFr 04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)",16,Lift 19,WeFr
LANG 1402,T28,MoWe 09:00AM - 10:20AM,"Rm 2612B, Lift 31-32 (29)",14,Lift 31-32,MoWe
LANG 1402,T29,MoWe 10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)",21,Lift 31-32,MoWe
LANG 1402,T30,Mo 01:30PM - 02:50PM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,Mo
LANG 1402,T30,Fr 09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,Fr
LANG 1402,T31,Mo 03:00PM - 04:20PM,"Rm 2612B, Lift 31-32 (29)",20,Lift 31-32,Mo
LANG 1402,T31,Fr 10:30AM - 11:50AM,"Rm 2612B, Lift 31-32 (29)",20,Lift 31-32,Fr
LANG 1402,T32,TuTh 09:00AM - 10:20AM,"Rm 2612B, Lift 31-32 (29)",16,Lift 31-32,TuTh
LANG 1402,T33,WeFr 03:00PM - 04:20PM,"Rm 2127C, Lift 19 (28)",13,Lift 19,WeFr
LANG 1402,T34,WeFr 03:00PM - 04:20PM,"Rm 2128A, Lift 19 (28)",18,Lift 19,WeFr
LANG 1402,T35,WeFr 03:00PM - 04:20PM,"Rm 2128B, Lift 19 (28)",20,Lift 19,WeFr
