Course,Section,Time,Location,Enrollment,Classification,Day
LANG 1402,T36,WeFr 03:00PM - 04:20PM,"Rm 5562, Lift 27-28 (30)",18,Lift 27-28,WeFr
LANG 1402,T37,WeFr 03:00PM - 04:20PM,"Rm 2131B, Lift 19 (28)",13,Lift 19,WeFr
LANG 1402,T38,WeFr 04:30PM - 05:50PM,"Rm 2127B, Lift 19 (28)",18,Lift 19,WeFr
LANG 1402,T39,WeFr 04:30PM - 05:50PM,"Rm 2127A, Lift 19 (28)",17,Lift 19,WeFr
LANG 1402,T40,WeFr 04:30PM - 05:50PM,"Rm 2127C, Lift 19 (28)",17,Lift 19,WeFr
LANG 1402,T41,TuTh 04:30PM - 05:50PM,"Rm 2129B, Lift 19 (28)",16,Lift 19,TuTh
LANG 1402,T42,TuTh 10:30AM - 11:50AM,"Rm 2132B, Lift 19 (28)",21,Lift 19,TuTh
LANG 1402,T43,WeFr 01:30PM - 02:50PM,"Rm 2129B, Lift 19 (28)",18,Lift 19,WeFr
LANG 1402,T44,WeFr 01:30PM - 02:50PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1402,T45,WeFr 01:30PM - 02:50PM,"Rm 2130A, Lift 19 (28)",19,Lift 19,WeFr
LANG 1402,T46,WeFr 01:30PM - 02:50PM,TBA,1,TBA,WeFr
LANG 1402,T47,WeFr 01:30PM - 02:50PM,"Rm 5506, Lift 25-26 (30)",20,Lift 25-26,WeFr
LANG 1402,T48,WeFr 01:30PM - 02:50PM,"Rm 2131A, Lift 19 (28)",19,Lift 19,WeFr
LANG 1402,T49,WeFr 03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)",19,Lift 19,WeFr
LANG 1402,T50,TuTh 04:30PM - 05:50PM,"Rm 2126D, Lift 19 (34)",11,Lift 19,TuTh
LANG 1402,T51,TuTh 03:00PM - 04:20PM,"Rm 2130C, Lift 19 (28)",18,Lift 19,TuTh
LANG 1402,T52,TuTh 03:00PM - 04:20PM,"Rm 2131A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T53,TuTh 03:00PM - 04:20PM,"Rm 2612A, Lift 31-32 (29)",20,Lift 31-32,TuTh
LANG 1402,T54,TuTh 03:00PM - 04:20PM,"Rm 2131C, Lift 19 (28)",21,Lift 19,TuTh
LANG 1402,T55,TuTh 03:00PM - 04:20PM,"Rm 2132A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T56,TuTh 03:00PM - 04:20PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T57,TuTh 04:30PM - 05:50PM,"Rm 2128A, Lift 19 (28)",16,Lift 19,TuTh
LANG 1402,T58,TuTh 04:30PM - 05:50PM,"Rm 2128B, Lift 19 (28)",17,Lift 19,TuTh
LANG 1402,T59,TuTh 04:30PM - 05:50PM,"Rm 2128C, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T60,TuTh 12:00PM - 01:20PM,"Rm 2131C, Lift 19 (28)",21,Lift 19,TuTh
LANG 1402,T61,TuTh 12:00PM - 01:20PM,"Rm 2132A, Lift 19 (28)",21,Lift 19,TuTh
LANG 1402,T62,TuTh 12:00PM - 01:20PM,"Rm 2132B, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T63,TuTh 01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T64,TuTh 01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T65,TuTh 01:30PM - 02:50PM,"Rm 2132A, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T66,TuTh 01:30PM - 02:50PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T67,TuTh 01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T68,TuTh 01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)",20,Lift 31-32,TuTh
LANG 1402,T69,TuTh 12:00PM - 01:20PM,"Rm 2131A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T70,TuTh 12:00PM - 01:20PM,"Rm 2131B, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T71,MoWe 12:00PM - 01:20PM,"Rm 2130A, Lift 19 (28)",21,Lift 19,MoWe
LANG 1402,T72,Mo 01:30PM - 02:50PM,"Rm 2130B, Lift 19 (28)",18,Lift 19,Mo
LANG 1402,T72,Fr 09:00AM - 10:20AM,"Rm 2130B, Lift 19 (28)",18,Lift 19,Fr
LANG 1402,T73,Mo 03:00PM - 04:20PM,"Rm 2131C, Lift 19 (28)",21,Lift 19,Mo
LANG 1402,T73,Fr 10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)",21,Lift 19,Fr
LANG 1402,T74,TuTh 09:00AM - 10:20AM,"Rm 2132B, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T75,TuTh 10:30AM - 11:50AM,"Rm 2130C, Lift 19 (28)",19,Lift 19,TuTh
LANG 1402,T76,TuTh 12:00PM - 01:20PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1402,T77,MoWe 09:00AM - 10:20AM,"Rm 2132B, Lift 19 (28)",16,Lift 19,MoWe
LANG 1402,T78,MoWe 12:00PM - 01:20PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1402,T79,WeFr 04:30PM - 05:50PM,"Rm 2129B, Lift 19 (28)",20,Lift 19,WeFr
LANG 1402,T80,Mo 03:00PM - 04:20PM,"Rm 2127A, Lift 19 (28)",22,Lift 19,Mo
LANG 1402,T80,Fr 10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)",22,Lift 19,Fr
LANG 1402,T81,WeFr 03:00PM - 04:20PM,"Rm 2132B, Lift 19 (28)",18,Lift 19,WeFr
LANG 1403A,T01,MoWe 09:00AM - 10:20AM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,MoWe
LANG 1403A,T02,MoWe 10:30AM - 11:50AM,"Rm 5504, Lift 25-26 (24)",17,Lift 25-26,MoWe
LANG 1403A,T03,MoWe 12:00PM - 01:20PM,"Rm 2127C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1403A,T04,Mo 03:00PM - 04:20PM,"Rm 5504, Lift 25-26 (24)",19,Lift 25-26,Mo
LANG 1403A,T04,Fr 10:30AM - 11:50AM,"Rm 5504, Lift 25-26 (24)",19,Lift 25-26,Fr
LANG 1403A,T05,TuTh 03:00PM - 04:20PM,"Rm 2131B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1403A,T06,TuTh 09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1403A,T07,TuTh 10:30AM - 11:50AM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,TuTh
LANG 1403A,T08,Mo 01:30PM - 02:50PM,"Rm 2132A, Lift 19 (28)",19,Lift 19,Mo
LANG 1403A,T08,Fr 09:00AM - 10:20AM,"Rm 2132A, Lift 19 (28)",19,Lift 19,Fr
LANG 1403A,T09,TuTh 12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)",19,Lift 31-32,TuTh
LANG 1403A,T10,TuTh 04:30PM - 05:50PM,"Rm 2131B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1403A,T11,WeFr 01:30PM - 02:50PM,"Rm 2131C, Lift 19 (28)",19,Lift 19,WeFr
LANG 1403A,T12,WeFr 03:00PM - 04:20PM,"Rm 2130A, Lift 19 (28)",19,Lift 19,WeFr
LANG 1403A,T13,WeFr 04:30PM - 05:50PM,"Rm 2129A, Lift 19 (28)",17,Lift 19,WeFr
LANG 1403A,T14,TuTh 01:30PM - 02:50PM,"Rm 2612A, Lift 31-32 (29)",20,Lift 31-32,TuTh
LANG 1403A,T15,WeFr 03:00PM - 04:20PM,"Rm 2132C, Lift 19 (28)",19,Lift 19,WeFr
LANG 1403A,T16,TuTh 10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1403A,T17,Mo 01:30PM - 02:50PM,"Rm 2128B, Lift 19 (28)",19,Lift 19,Mo
LANG 1403A,T17,Fr 09:00AM - 10:20AM,"Rm 2128B, Lift 19 (28)",19,Lift 19,Fr
LANG 1403A,T18,Mo 03:00PM - 04:20PM,"Rm 2132C, Lift 19 (28)",19,Lift 19,Mo
LANG 1403A,T18,Fr 10:30AM - 11:50AM,"Rm 2132C, Lift 19 (28)",19,Lift 19,Fr
LANG 1404,T01,TuTh 04:30PM - 05:50PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1404,T02,TuTh 09:00AM - 10:20AM,"Rm 2127C, Lift 19 (28)",21,Lift 19,TuTh
LANG 1404,T03,WeFr 01:30PM - 02:50PM,"Rm 2127B, Lift 19 (28)",20,Lift 19,WeFr
LANG 1404,T04,Mo 03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)",20,Lift 19,Mo
LANG 1404,T04,Fr 10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,Fr
LANG 1404,T05,WeFr 03:00PM - 04:20PM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,WeFr
LANG 1404,T06,WeFr 01:30PM - 02:50PM,"Rm 2126B, Lift 19 (28)",21,Lift 19,WeFr
LANG 1404,T07,TuTh 09:00AM - 10:20AM,"Rm 2127A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1404,T08,WeFr 04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)",20,Lift 19,WeFr
LANG 1404,T09,TuTh 12:00PM - 01:20PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1404,T10,TuTh 10:30AM - 11:50AM,"Rm 2127B, Lift 19 (28)",21,Lift 19,TuTh
LANG 1404,T11,Mo 01:30PM - 02:50PM,"Rm 2127B, Lift 19 (28)",21,Lift 19,Mo
LANG 1404,T11,Fr 09:00AM - 10:20AM,"Rm 2127B, Lift 19 (28)",21,Lift 19,Fr
LANG 1404,T12,MoWe 09:00AM - 10:20AM,"Rm 2126B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1404,T13,Mo 03:00PM - 04:20PM,"Rm 2126B, Lift 19 (28)",21,Lift 19,Mo
LANG 1404,T13,Fr 10:30AM - 11:50AM,"Rm 2126B, Lift 19 (28)",21,Lift 19,Fr
LANG 1404,T14,Mo 01:30PM - 02:50PM,"Rm 2126C, Lift 19 (28)",20,Lift 19,Mo
LANG 1404,T14,Fr 09:00AM - 10:20AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,Fr
LANG 1404,T15,MoWe 10:30AM - 11:50AM,"Rm 2128A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1404,T16,MoWe 12:00PM - 01:20PM,"Rm 2126B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1404,T17,TuTh 01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)",21,Lift 19,TuTh
LANG 1404,T18,TuTh 03:00PM - 04:20PM,"Rm 2126B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1404,T19,TuTh 03:00PM - 04:20PM,"Rm 2126C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1404,T20,MoWe 12:00PM - 01:20PM,"Rm 2126C, Lift 19 (28)",21,Lift 19,MoWe
LANG 1404,T21,TuTh 12:00PM - 01:20PM,"Rm 2126B, Lift 19 (28)",21,Lift 19,TuTh
LANG 1404,T22,WeFr 04:30PM - 05:50PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,WeFr
LANG 1404,T23,WeFr 03:00PM - 04:20PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,WeFr
LANG 1404,T24,MoWe 09:00AM - 10:20AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1404,T25,MoWe 10:30AM - 11:50AM,"Rm 2127C, Lift 19 (28)",21,Lift 19,MoWe
LANG 1404,T26,TuTh 10:30AM - 11:50AM,"Rm 2611, Lift 31-32 (28)",21,Lift 31-32,TuTh
LANG 1404,T27,TuTh 01:30PM - 02:50PM,"Rm 2126C, Lift 19 (28)",19,Lift 19,TuTh
LANG 1404,T28,TuTh 04:30PM - 05:50PM,"Rm 2126B, Lift 19 (28)",21,Lift 19,TuTh
LANG 1404,T29,WeFr 01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)",21,Lift 19,WeFr
LANG 1404,T30,TuTh 03:00PM - 04:20PM,"Rm 2132C, Lift 19 (28)",22,Lift 19,TuTh
LANG 1404,T31,TuTh 10:30AM - 11:50AM,"Rm 2127A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1405,L01,Fr 12:00PM - 01:20PM,"Rm 5620, Lift 31-32 (70)",40,Lift 31-32,Fr
LANG 1405,L02,Th 01:30PM - 02:50PM,"Rm 5619, Lift 31-32 (60)",33,Lift 31-32,Th
LANG 1411,T01,MoWe 10:30AM - 11:50AM,"Rm 2130B, Lift 19 (28)",16,Lift 19,MoWe
LANG 1411,T02,TuTh 10:30AM - 11:50AM,"Rm 2128B, Lift 19 (28)",17,Lift 19,TuTh
LANG 1411,T03,Mo 03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)",14,Lift 19,Mo
LANG 1411,T03,Fr 10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)",14,Lift 19,Fr
LANG 1411,T04,WeFr 01:30PM - 02:50PM,"Rm 2132A, Lift 19 (28)",18,Lift 19,WeFr
LANG 1411,T05,MoWe 10:30AM - 11:50AM,"Rm 2132B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1412,T01,WeFr 03:00PM - 04:20PM,"Rm 2612B, Lift 31-32 (29)",13,Lift 31-32,WeFr
LANG 1412,T02,TuTh 10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)",17,Lift 19,TuTh
LANG 1412,T03,Mo 01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)",14,Lift 19,Mo
LANG 1412,T03,Fr 09:00AM - 10:20AM,"Rm 2132C, Lift 19 (28)",14,Lift 19,Fr
LANG 1413,T01,TuTh 10:30AM - 11:50AM,"Rm 2131B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1413,T02,Mo 03:00PM - 04:20PM,"Rm 2611, Lift 31-32 (28)",17,Lift 31-32,Mo
LANG 1413,T02,Fr 10:30AM - 11:50AM,"Rm 2611, Lift 31-32 (28)",17,Lift 31-32,Fr
LANG 1413,T03,MoWe 12:00PM - 01:20PM,"Rm 2132C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1414,T01,MoWe 12:00PM - 01:20PM,"Rm 2130B, Lift 19 (28)",18,Lift 19,MoWe
LANG 1414,T02,WeFr 01:30PM - 02:50PM,"Rm 2130B, Lift 19 (28)",10,Lift 19,WeFr
LANG 1414,T03,Mo 01:30PM - 02:50PM,"Rm 2129B, Lift 19 (28)",11,Lift 19,Mo
LANG 1414,T03,Fr 09:00AM - 10:20AM,"Rm 2129B, Lift 19 (28)",11,Lift 19,Fr
LANG 1414,T04,MoWe 09:00AM - 10:20AM,"Rm 2130A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1415,T01,TuTh 10:30AM - 11:50AM,"Rm 2131C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1415,T02,Mo 01:30PM - 02:50PM,"Rm 2611, Lift 31-32 (28)",9,Lift 31-32,Mo
LANG 1415,T02,Fr 09:00AM - 10:20AM,"Rm 2611, Lift 31-32 (28)",9,Lift 31-32,Fr
LANG 1415,T03,MoWe 12:00PM - 01:20PM,"Rm 2611, Lift 31-32 (28)",13,Lift 31-32,MoWe
LANG 1416C,T01,WeFr 01:30PM - 02:50PM,"Rm 2128C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1416C,T02,TuTh 04:30PM - 05:50PM,"Rm 2127A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416C,T03,TuTh 01:30PM - 02:50PM,"Rm 2128C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416C,T04,TuTh 03:00PM - 04:20PM,"Rm 2128C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416C,T05,Mo 03:00PM - 04:20PM,"Rm 2130A, Lift 19 (28)",19,Lift 19,Mo
LANG 1416C,T05,Fr 10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)",19,Lift 19,Fr
LANG 1416C,T06,TuTh 09:00AM - 10:20AM,"Rm 2130C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416C,T07,TuTh 10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416I,T01,WeFr 04:30PM - 05:50PM,"Rm 2128B, Lift 19 (28)",15,Lift 19,WeFr
LANG 1416P,T01,MoWe 10:30AM - 11:50AM,"Rm 2130A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1416P,T02,MoWe 12:00PM - 01:20PM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,MoWe
LANG 1416P,T03,TuTh 09:00AM - 10:20AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1416P,T04,Mo 03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,Mo
LANG 1416P,T04,Fr 10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,Fr
LANG 1416P,T05,TuTh 03:00PM - 04:20PM,"Rm 2612B, Lift 31-32 (29)",20,Lift 31-32,TuTh
LANG 1416P,T06,Mo 01:30PM - 02:50PM,"Rm 2126B, Lift 19 (28)",20,Lift 19,Mo
LANG 1416P,T06,Fr 09:00AM - 10:20AM,"Rm 2126B, Lift 19 (28)",20,Lift 19,Fr
LANG 1416P,T07,MoWe 09:00AM - 10:20AM,"Rm 2127C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1416P,T08,TuTh 10:30AM - 11:50AM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,TuTh
LANG 1416P,T09,WeFr 01:30PM - 02:50PM,"Rm 5560, Lift 27-28 (30)",20,Lift 27-28,WeFr
LANG 1416P,T10,WeFr 03:00PM - 04:20PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1416P,T11,WeFr 04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1416P,T12,TuTh 12:00PM - 01:20PM,"Rm 2612A, Lift 31-32 (29)",20,Lift 31-32,TuTh
LANG 1421,T01,TuTh 03:00PM - 04:20PM,"Rm 2130A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1421,T02,TuTh 01:30PM - 02:50PM,"Rm 2129A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1421,T03,TuTh 04:30PM - 05:50PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1421,T04,Mo 03:00PM - 04:20PM,"Rm 2131B, Lift 19 (28)",20,Lift 19,Mo
LANG 1421,T04,Fr 10:30AM - 11:50AM,"Rm 2131B, Lift 19 (28)",20,Lift 19,Fr
LANG 1421,T05,TuTh 09:00AM - 10:20AM,"Rm 2132A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1421,T06,MoWe 10:30AM - 11:50AM,"Rm 2132A, Lift 19 (28)",20,Lift 19,MoWe
LANG 1421,T07,MoWe 12:00PM - 01:20PM,"Rm 2130C, Lift 19 (28)",19,Lift 19,MoWe
LANG 1422,T01,TuTh 03:00PM - 04:20PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1422,T02,TuTh 10:30AM - 11:50AM,"Rm 2132A, Lift 19 (28)",19,Lift 19,TuTh
LANG 1422,T03,TuTh 12:00PM - 01:20PM,"Rm 2129A, Lift 19 (28)",20,Lift 19,TuTh
LANG 1422,T04,Mo 03:00PM - 04:20PM,"Rm 2131A, Lift 19 (28)",20,Lift 19,Mo
LANG 1422,T04,Fr 10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)",20,Lift 19,Fr
LANG 1422,T05,TuTh 09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1422,T06,MoWe 09:00AM - 10:20AM,"Rm 2131C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1423,T01,TuTh 03:00PM - 04:20PM,"Rm 2129B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1423,T02,TuTh 10:30AM - 11:50AM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1423,T03,TuTh 12:00PM - 01:20PM,"Rm 2128C, Lift 19 (28)",20,Lift 19,TuTh
LANG 1423,T04,Mo 03:00PM - 04:20PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,Mo
LANG 1423,T04,Fr 10:30AM - 11:50AM,"Rm 2130C, Lift 19 (28)",20,Lift 19,Fr
LANG 1423,T05,TuTh 09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)",17,Lift 19,TuTh
LANG 1423,T06,MoWe 09:00AM - 10:20AM,"Rm 2131B, Lift 19 (28)",19,Lift 19,MoWe
LANG 1423,T07,MoWe 10:30AM - 11:50AM,"Rm 2131B, Lift 19 (28)",20,Lift 19,MoWe
LANG 1423,T08,WeFr 01:30PM - 02:50PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1424C,T01,TuTh 04:30PM - 05:50PM,"Rm 2610, Lift 31-32 (26)",19,Lift 31-32,TuTh
LANG 1424C,T02,MoWe 10:30AM - 11:50AM,"Rm 2130C, Lift 19 (28)",20,Lift 19,MoWe
LANG 1424P,T01,TuTh 10:30AM - 11:50AM,"Rm 2129B, Lift 19 (28)",20,Lift 19,TuTh
LANG 1424P,T02,Mo 01:30PM - 02:50PM,"Rm 2130A, Lift 19 (28)",20,Lift 19,Mo
LANG 1424P,T02,Fr 09:00AM - 10:20AM,"Rm 2130A, Lift 19 (28)",20,Lift 19,Fr
LANG 1424P,T03,WeFr 01:30PM - 02:50PM,"Rm 2132C, Lift 19 (28)",20,Lift 19,WeFr
LANG 1424P,T04,MoWe 10:30AM - 11:50AM,"Rm 2131A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2010,T01,TuTh 09:00AM - 10:20AM,"Rm 2130A, Lift 19 (28)",19,Lift 19,TuTh
LANG 2010,T02,TuTh 09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,TuTh
LANG 2010,T03,TuTh 03:00PM - 04:20PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,TuTh
LANG 2010,T04,TuTh 01:30PM - 02:50PM,"Rm 2129C, Lift 19 (28)",20,Lift 19,TuTh
LANG 2010,T05,WeFr 03:00PM - 04:20PM,"Rm 5560, Lift 27-28 (30)",20,Lift 27-28,WeFr
LANG 2010,T06,MoWe 12:00PM - 01:20PM,"Rm 2127A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2010,T07,TuTh 04:30PM - 05:50PM,"Rm 2131A, Lift 19 (28)",18,Lift 19,TuTh
LANG 2010,T08,MoWe 10:30AM - 11:50AM,"Rm 2126A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2010,T09,TuTh 10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,TuTh
LANG 2010,T10,TuTh 03:00PM - 04:20PM,"Rm 2611, Lift 31-32 (28)",20,Lift 31-32,TuTh
LANG 2010,T11,Mo 01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)",20,Lift 19,Mo
LANG 2010,T11,Fr 09:00AM - 10:20AM,"Rm 2126A, Lift 19 (28)",20,Lift 19,Fr
LANG 2010,T12,TuTh 12:00PM - 01:20PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,TuTh
LANG 2010,T13,WeFr 04:30PM - 05:50PM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,WeFr
LANG 2010,T14,TuTh 01:30PM - 02:50PM,"Rm 2126A, Lift 19 (28)",19,Lift 19,TuTh
LANG 2010,T15,TuTh 04:30PM - 05:50PM,"Rm 2130A, Lift 19 (28)",18,Lift 19,TuTh
LANG 2010,T16,WeFr 01:30PM - 02:50PM,"Rm 2131B, Lift 19 (28)",20,Lift 19,WeFr
LANG 2010,T17,WeFr 03:00PM - 04:20PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,WeFr
LANG 2010H,T01,TuTh 12:00PM - 01:20PM,"Rm 5501, Lift 25-26 (20)",19,Lift 25-26,TuTh
LANG 2010H,T02,MoWe 10:30AM - 11:50AM,"Rm 2126C, Lift 19 (28)",20,Lift 19,MoWe
LANG 2010H,T03,MoWe 09:00AM - 10:20AM,"Rm 2610, Lift 31-32 (26)",20,Lift 31-32,MoWe
LANG 2030,T01,MoWe 10:30AM - 11:50AM,"Rm 2128C, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T02,MoWe 10:30AM - 11:50AM,"Rm 2129A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T03,MoWe 12:00PM - 01:20PM,"Rm 2128B, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T04,MoWe 12:00PM - 01:20PM,"Rm 2128A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T05,MoWe 09:00AM - 10:20AM,"Rm 2129A, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T06,MoWe 09:00AM - 10:20AM,"Rm 2128C, Lift 19 (28)",20,Lift 19,MoWe
LANG 2030,T07,TuTh 09:00AM - 10:20AM,"Rm 2128B, Lift 19 (28)",20,Lift 19,TuTh
LANG 2030,T08,TuTh 09:00AM - 10:20AM,"Rm 2128A, Lift 19 (28)",20,Lift 19,TuTh
LANG 2030,T09,TuTh 12:00PM - 01:20PM,"Rm 2129B, Lift 19 (28)",20,Lift 19,TuTh
LANG 2030,T10,TuTh 12:00PM - 01:20PM,"Rm 5506, Lift 25-26 (30)",20,Lift 25-26,TuTh
LANG 2030,T11,TuTh 01:30PM - 02:50PM,"Rm 5508, Lift 25-26 (30)",20,Lift 25-26,TuTh
LANG 2030,T12,TuTh 03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)",20,Lift 19,TuTh
LANG 2030,T13,Mo 01:30PM - 02:50PM,"Rm 2127C, Lift 19 (28)",15,Lift 19,Mo
LANG 2030,T13,Fr 09:00AM - 10:20AM,"Rm 2127C, Lift 19 (28)",15,Lift 19,Fr
LANG 2030,T14,Mo 01:30PM - 02:50PM,"Rm 2127A, Lift 19 (28)",18,Lift 19,Mo
LANG 2030,T14,Fr 09:00AM - 10:20AM,"Rm 2127A, Lift 19 (28)",18,Lift 19,Fr
LANG 2030,T15,WeFr 01:30PM - 02:50PM,"Rm 2132B, Lift 19 (28)",20,Lift 19,WeFr
LANG 2030,T16,WeFr 03:00PM - 04:20PM,"Rm 2129A, Lift 19 (28)",19,Lift 19,WeFr
LANG 2030,T17,WeFr 03:00PM - 04:20PM,"Rm 2129B, Lift 19 (28)",20,Lift 19,WeFr
LANG 2030,T18,WeFr 04:30PM - 05:50PM,"Rm 2130C, Lift 19 (28)",19,Lift 19,WeFr
LANG 2030,T19,WeFr 04:30PM - 05:50PM,"Rm 2131A, Lift 19 (28)",19,Lift 19,WeFr
LANG 2030H,T01,TuTh 03:00PM - 04:20PM,"Rm 5501, Lift 25-26 (20)",20,Lift 25-26,TuTh
LANG 2030H,T02,WeFr 01:30PM - 02:50PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,WeFr
LANG 2030H,T03,TuTh 01:30PM - 02:50PM,"Rm 5504, Lift 25-26 (24)",20,Lift 25-26,TuTh
LANG 2030H,T04,TuTh 04:30PM - 05:50PM,"Rm 2130C, Lift 19 (28)",20,Lift 19,TuTh
